"","Origin","Destination","Product","Month","Quantity"
"1226","India","Italy","SunShield SPF 50 Lotion","May2004",462
"1227","South Africa","France","FreshFusion All-Purpose Cleaner","Nov2004",261
"1228","South Africa","France","FreshFusion Detergent","Nov2004",554
"1229","South Africa","France","FreshFusion Diaper Rash Remedy","Nov2004",536
"1230","South Africa","France","FreshFusion Hair Mask","Nov2004",1824
"1231","South Africa","France","FreshFusion Mouth Rinse","Nov2004",700
"1232","South Africa","France","FreshStart Toothpaste","Nov2004",906
"1233","South Africa","France","GentleGlow Baby Face Wash","Nov2004",1679
"1234","South Africa","France","GentleGlow Baby Sunscreen","Nov2004",1026
"1235","South Africa","France","GentleGlow Dish Soap","Nov2004",498
"1236","South Africa","France","GentleGlow Face Cleanser","Nov2004",690
"1237","South Africa","France","GentleGlow Face Lotion","Nov2004",1297
"1238","South Africa","France","GentleGlow Pet Grooming Kit","Nov2004",1795
"1239","South Africa","France","HydraHydrate Hand Cream","Nov2004",821
"1240","South Africa","France","Hydrating Honey Body Lotion","Nov2004",1985
"1241","South Africa","France","LittleLullaby Diaper Cream","Nov2004",1066
"1242","South Africa","France","LittleLullaby Diaper Liners","Nov2004",1889
"1243","South Africa","France","LuminousLip Care","Nov2004",208
"1244","South Africa","France","LuminousLocks Shampoo","Nov2004",615
"1245","South Africa","France","MorningBreeze Gum Care","Nov2004",1312
"1246","South Africa","France","MorningMist Deodorant","Nov2004",353
"1247","South Africa","France","OralEase Gel","Nov2004",955
"1248","South Africa","France","OralEase Plus Toothbrush","Nov2004",1426
"1249","South Africa","France","PurePaw Dog Shampoo","Nov2004",660
"1250","South Africa","France","PurePore Baby Lotion","Nov2004",1084
"1251","South Africa","France","PurePore Baby Skincare Set","Nov2004",569
"1252","South Africa","France","PurePore Insect Repellent Spray","Nov2004",678
"1253","South Africa","France","PurePore Sanitary Belt","Nov2004",1273
"1254","South Africa","France","PurePore Toner","Nov2004",1616
"1255","South Africa","France","Purezza Body Wash","Nov2004",814
"1256","South Africa","France","RadiantRinse Color Protector","Nov2004",1552
"1257","South Africa","France","RadiantRose Baby Massage Oil","Nov2004",1402
"1258","South Africa","France","RadiantRose Face Mask","Nov2004",900
"1259","South Africa","France","RadiantRose Glass Cleaner","Nov2004",1971
"1260","South Africa","France","RadiantRover Pet Conditioner","Nov2004",1901
"1261","South Africa","France","Refreshing Rose Body Oil","Nov2004",676
"1262","South Africa","France","SilkSmooth Exfoliating Scrub","Nov2004",2025
"1263","South Africa","France","SilkySkin Baby Cream","Nov2004",1516
"1264","South Africa","France","SilkySkin Baby Moisturizer","Nov2004",475
"1265","South Africa","France","SilkySkin Moisturizing Cream","Nov2004",596
"1266","South Africa","France","SkinSational Moisturizer","Nov2004",1555
"1267","South Africa","France","SmellSational Baby Room Spray","Nov2004",1508
"1268","South Africa","France","SmellSational Intimate Spray","Nov2004",1199
"1269","South Africa","France","SmellSational Odor Eliminator","Nov2004",227
"1270","South Africa","France","SmellSational Pet Deodorizer","Nov2004",1176
"1271","South Africa","France","SmileSavvy Tooth Whitening Kit","Nov2004",1174
"1272","South Africa","France","SmileShield Whitening Strips","Nov2004",617
"1273","South Africa","France","SmilesSoPure Waterpik","Nov2004",213
"1274","South Africa","France","SmoothOperator Shaving Gel","Nov2004",600
"1275","South Africa","France","SoftStep Baby Shampoo","Nov2004",1918
"1276","South Africa","France","SoftStep Shaving Cream","Nov2004",674
"1277","South Africa","France","SoftStep Shaving Cream for Women","Nov2004",517
"1278","South Africa","France","SoothingPaws Cat Lotion","Nov2004",663
"1279","South Africa","France","SoothingSerenity Air Freshener","Nov2004",1499
"1280","South Africa","France","SoothingSerenity Baby Oil","Nov2004",1754
"1281","South Africa","France","SoothingSerenity Baby Rub","Nov2004",1338
"1282","South Africa","France","SoothingSerenity Hand Sanitizer","Nov2004",1605
"1283","South Africa","France","SoothingSerenity Scalp Treatment","Nov2004",1090
"1284","South Africa","France","SoothingSoft Fabric Softener","Nov2004",687
"1285","South Africa","France","SparklingClean All-Purpose Cleaner","Nov2004",257
"1286","South Africa","France","SparklingSmile Water Flosser","Nov2004",334
"1287","South Africa","France","SunShield SPF 50 Lotion","Nov2004",144
"1288","Australia","United Kingdom","MorningMint","Nov2004",105
"1289","Australia","United Kingdom","MorningMist Deodorant","Nov2004",1383
"1290","Australia","United Kingdom","OralEase Gel","Nov2004",1948
"1291","Australia","United Kingdom","PurePaw Dog Shampoo","Nov2004",1652
"1292","Australia","United Kingdom","PurePore Baby Skincare Set","Nov2004",1434
"1293","Australia","United Kingdom","PurePore Insect Repellent Spray","Nov2004",1295
"1294","Australia","United Kingdom","PurePore Sanitary Belt","Nov2004",485
"1295","Australia","United Kingdom","PurePore Toner","Nov2004",1667
"1296","Australia","United Kingdom","Purezza Body Wash","Nov2004",717
"1297","Australia","United Kingdom","RadiantRinse Color Protector","Nov2004",1176
"1298","Australia","United Kingdom","RadiantRose Baby Massage Oil","Nov2004",1868
"1299","Australia","United Kingdom","RadiantRose Face Mask","Nov2004",1681
"1300","Australia","United Kingdom","RadiantRose Hair Serum","Nov2004",1887
"1301","Australia","United Kingdom","RadiantRover Pet Conditioner","Nov2004",1943
"1302","Australia","United Kingdom","Refreshing Rose Body Oil","Nov2004",1749
"1303","Australia","United Kingdom","SilkSmooth Conditioner","Nov2004",871
"1304","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Nov2004",623
"1305","Australia","United Kingdom","SilkySkin Baby Cream","Nov2004",983
"1306","Australia","United Kingdom","SilkySkin Baby Moisturizer","Nov2004",838
"1307","Australia","United Kingdom","SkinSational Moisturizer","Nov2004",552
"1308","Australia","United Kingdom","SmellSational Baby Room Spray","Nov2004",858
"1309","Australia","United Kingdom","SmellSational Intimate Spray","Nov2004",1956
"1310","Australia","United Kingdom","SmellSational Odor Eliminator","Nov2004",904
"1311","Australia","United Kingdom","SmellSational Pet Deodorizer","Nov2004",1008
"1312","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Nov2004",552
"1313","Australia","United Kingdom","SmileShield Whitening Strips","Nov2004",1277
"1314","Australia","United Kingdom","SmilesSoPure Waterpik","Nov2004",611
"1315","Australia","United Kingdom","SmoothOperator Shaving Gel","Nov2004",631
"1316","Australia","United Kingdom","SoftStep Baby Shampoo","Nov2004",522
"1317","Australia","United Kingdom","SoftStep Shaving Cream","Nov2004",1576
"1318","Australia","United Kingdom","SoftStep Shaving Cream for Women","Nov2004",1920
"1319","Australia","United Kingdom","SoothingPaws Cat Lotion","Nov2004",635
"1320","Australia","United Kingdom","SoothingSerenity Air Freshener","Nov2004",1585
"1321","Australia","United Kingdom","SoothingSerenity Baby Oil","Nov2004",213
"1322","Australia","United Kingdom","SoothingSerenity Baby Rub","Nov2004",1018
"1323","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Nov2004",527
"1324","Australia","United Kingdom","SoothingSerenity Humidifier","Nov2004",713
"1325","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Nov2004",1718
"1326","Australia","United Kingdom","SoothingSoft Fabric Softener","Nov2004",1118
"1327","Australia","United Kingdom","SparklingGlow Toothpaste","Nov2004",1978
"1328","Australia","United Kingdom","SparklingSmile Water Flosser","Nov2004",1409
"1329","Australia","United Kingdom","SunShield SPF 50 Lotion","Nov2004",647
"1330","Egypt","Japan","LuminousLip Care","Nov2004",532
"1331","Egypt","Japan","LuminousLocks Shampoo","Nov2004",1508
"1332","Egypt","Japan","MorningMist Deodorant","Nov2004",1405
"1333","Egypt","Japan","OralEase Gel","Nov2004",1476
"1334","Egypt","Japan","OralEase Plus Toothbrush","Nov2004",574
"1335","Egypt","Japan","PurePore Insect Repellent Spray","Nov2004",1116
"1336","Egypt","Japan","PurePore Sanitary Belt","Nov2004",1029
"1337","Egypt","Japan","PurePore Toner","Nov2004",662
"1338","Egypt","Japan","Purezza Body Wash","Nov2004",683
"1339","Egypt","Japan","RadiantRinse Color Protector","Nov2004",1124
"1340","Egypt","Japan","RadiantRose Baby Massage Oil","Nov2004",982
"1341","Egypt","Japan","RadiantRose Face Mask","Nov2004",657
"1342","Egypt","Japan","RadiantRose Glass Cleaner","Nov2004",719
"1343","Egypt","Japan","Refreshing Rose Body Oil","Nov2004",1169
"1344","Egypt","Japan","SilkSmooth Exfoliating Scrub","Nov2004",1839
"1345","Egypt","Japan","SilkySkin Moisturizing Cream","Nov2004",530
"1346","Egypt","Japan","SkinSational Moisturizer","Nov2004",1052
"1347","Egypt","Japan","SmellSational Odor Eliminator","Nov2004",1468
"1348","Egypt","Japan","SmellSational Pet Deodorizer","Nov2004",594
"1349","Egypt","Japan","SmileShield Whitening Strips","Nov2004",619
"1350","Egypt","Japan","SmilesSoPure Waterpik","Nov2004",669
"1351","Egypt","Japan","SmoothOperator Shaving Gel","Nov2004",1065
"1352","Egypt","Japan","SoftStep Baby Shampoo","Nov2004",752
"1353","Egypt","Japan","SoftStep Shaving Cream","Nov2004",812
"1354","Egypt","Japan","SoftStep Shaving Cream for Women","Nov2004",1065
"1355","Egypt","Japan","SoothingPaws Cat Lotion","Nov2004",1338
"1356","Egypt","Japan","SoothingSerenity Air Freshener","Nov2004",1822
"1357","Egypt","Japan","SoothingSerenity Baby Oil","Nov2004",1149
"1358","Egypt","Japan","SoothingSerenity Baby Rub","Nov2004",889
"1359","Egypt","Japan","SoothingSerenity Hand Sanitizer","Nov2004",1242
"1360","Egypt","Japan","SoothingSoft Fabric Softener","Nov2004",796
"1361","Egypt","Japan","SparklingGlow Toothpaste","Nov2004",2029
"1362","Egypt","Japan","SunShield SPF 50 Lotion","Nov2004",1873
"1363","South Africa","France","FreshFusion All-Purpose Cleaner","Oct2004",345
"1364","South Africa","France","FreshFusion Detergent","Oct2004",557
"1365","South Africa","France","FreshFusion Diaper Rash Remedy","Oct2004",486
"1366","South Africa","France","FreshFusion Hair Mask","Oct2004",1939
"1367","South Africa","France","FreshFusion Mouth Rinse","Oct2004",758
"1368","South Africa","France","FreshStart Toothpaste","Oct2004",987
"1369","South Africa","France","GentleGlow Baby Face Wash","Oct2004",1684
"1370","South Africa","France","GentleGlow Baby Sunscreen","Oct2004",1010
"1371","South Africa","France","GentleGlow Dish Soap","Oct2004",464
"1372","South Africa","France","GentleGlow Face Cleanser","Oct2004",792
"1373","South Africa","France","GentleGlow Face Lotion","Oct2004",1407
"1374","South Africa","France","GentleGlow Pet Grooming Kit","Oct2004",1943
"1375","South Africa","France","HydraHydrate Hand Cream","Oct2004",897
"1376","South Africa","France","Hydrating Honey Body Lotion","Oct2004",1940
"1377","South Africa","France","LittleLullaby Diaper Cream","Oct2004",1115
"1378","South Africa","France","LittleLullaby Diaper Liners","Oct2004",1829
"1379","South Africa","France","LuminousLip Care","Oct2004",257
"1380","South Africa","France","LuminousLocks Shampoo","Oct2004",540
"1381","South Africa","France","MorningBreeze Gum Care","Oct2004",1267
"1382","South Africa","France","MorningMist Deodorant","Oct2004",386
"1383","South Africa","France","OralEase Gel","Oct2004",963
"1384","South Africa","France","OralEase Plus Toothbrush","Oct2004",1355
"1385","South Africa","France","PurePaw Dog Shampoo","Oct2004",630
"1386","South Africa","France","PurePore Baby Lotion","Oct2004",1072
"1387","South Africa","France","PurePore Baby Skincare Set","Oct2004",526
"1388","South Africa","France","PurePore Insect Repellent Spray","Oct2004",664
"1389","South Africa","France","PurePore Sanitary Belt","Oct2004",1340
"1390","South Africa","France","PurePore Toner","Oct2004",1560
"1391","South Africa","France","Purezza Body Wash","Oct2004",687
"1392","South Africa","France","RadiantRinse Color Protector","Oct2004",1352
"1393","South Africa","France","RadiantRose Baby Massage Oil","Oct2004",1553
"1394","South Africa","France","RadiantRose Face Mask","Oct2004",1047
"1395","South Africa","France","RadiantRose Glass Cleaner","Oct2004",1777
"1396","South Africa","France","RadiantRover Pet Conditioner","Oct2004",1908
"1397","South Africa","France","Refreshing Rose Body Oil","Oct2004",600
"1398","South Africa","France","SilkSmooth Exfoliating Scrub","Oct2004",1858
"1399","South Africa","France","SilkySkin Baby Cream","Oct2004",1473
"1400","South Africa","France","SilkySkin Baby Moisturizer","Oct2004",442
"1401","South Africa","France","SilkySkin Moisturizing Cream","Oct2004",639
"1402","South Africa","France","SkinSational Moisturizer","Oct2004",1475
"1403","South Africa","France","SmellSational Baby Room Spray","Oct2004",1593
"1404","South Africa","France","SmellSational Intimate Spray","Oct2004",1199
"1405","South Africa","France","SmellSational Odor Eliminator","Oct2004",225
"1406","South Africa","France","SmellSational Pet Deodorizer","Oct2004",1193
"1407","South Africa","France","SmileSavvy Tooth Whitening Kit","Oct2004",1202
"1408","South Africa","France","SmileShield Whitening Strips","Oct2004",600
"1409","South Africa","France","SmilesSoPure Waterpik","Oct2004",226
"1410","South Africa","France","SmoothOperator Shaving Gel","Oct2004",625
"1411","South Africa","France","SoftStep Baby Shampoo","Oct2004",1842
"1412","South Africa","France","SoftStep Shaving Cream","Oct2004",656
"1413","South Africa","France","SoftStep Shaving Cream for Women","Oct2004",485
"1414","South Africa","France","SoothingPaws Cat Lotion","Oct2004",686
"1415","South Africa","France","SoothingSerenity Air Freshener","Oct2004",1713
"1416","South Africa","France","SoothingSerenity Baby Oil","Oct2004",1835
"1417","South Africa","France","SoothingSerenity Baby Rub","Oct2004",1353
"1418","South Africa","France","SoothingSerenity Hand Sanitizer","Oct2004",1514
"1419","South Africa","France","SoothingSerenity Scalp Treatment","Oct2004",1128
"1420","South Africa","France","SoothingSoft Fabric Softener","Oct2004",714
"1421","South Africa","France","SparklingClean All-Purpose Cleaner","Oct2004",267
"1422","South Africa","France","SparklingSmile Water Flosser","Oct2004",345
"1423","South Africa","France","SunShield SPF 50 Lotion","Oct2004",158
"1424","Australia","United Kingdom","MorningMint","Oct2004",470
"1425","Australia","United Kingdom","MorningMist Deodorant","Oct2004",1514
"1426","Australia","United Kingdom","OralEase Gel","Oct2004",2088
"1427","Australia","United Kingdom","PurePaw Dog Shampoo","Oct2004",1656
"1428","Australia","United Kingdom","PurePore Baby Skincare Set","Oct2004",1462
"1429","Australia","United Kingdom","PurePore Insect Repellent Spray","Oct2004",1180
"1430","Australia","United Kingdom","PurePore Sanitary Belt","Oct2004",464
"1431","Australia","United Kingdom","PurePore Toner","Oct2004",1702
"1432","Australia","United Kingdom","Purezza Body Wash","Oct2004",657
"1433","Australia","United Kingdom","RadiantRinse Color Protector","Oct2004",1247
"1434","Australia","United Kingdom","RadiantRose Baby Massage Oil","Oct2004",1968
"1435","Australia","United Kingdom","RadiantRose Face Mask","Oct2004",1535
"1436","Australia","United Kingdom","RadiantRose Hair Serum","Oct2004",1965
"1437","Australia","United Kingdom","RadiantRover Pet Conditioner","Oct2004",1729
"1438","Australia","United Kingdom","Refreshing Rose Body Oil","Oct2004",1861
"1439","Australia","United Kingdom","SilkSmooth Conditioner","Oct2004",899
"1440","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Oct2004",612
"1441","Australia","United Kingdom","SilkySkin Baby Cream","Oct2004",1144
"1442","Australia","United Kingdom","SilkySkin Baby Moisturizer","Oct2004",834
"1443","Australia","United Kingdom","SkinSational Moisturizer","Oct2004",606
"1444","Australia","United Kingdom","SmellSational Baby Room Spray","Oct2004",769
"1445","Australia","United Kingdom","SmellSational Intimate Spray","Oct2004",1907
"1446","Australia","United Kingdom","SmellSational Odor Eliminator","Oct2004",880
"1447","Australia","United Kingdom","SmellSational Pet Deodorizer","Oct2004",1031
"1448","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Oct2004",533
"1449","Australia","United Kingdom","SmileShield Whitening Strips","Oct2004",1362
"1450","Australia","United Kingdom","SmilesSoPure Waterpik","Oct2004",684
"1451","Australia","United Kingdom","SmoothOperator Shaving Gel","Oct2004",609
"1452","Australia","United Kingdom","SoftStep Baby Shampoo","Oct2004",557
"1453","Australia","United Kingdom","SoftStep Shaving Cream","Oct2004",1698
"1454","Australia","United Kingdom","SoftStep Shaving Cream for Women","Oct2004",1671
"1455","Australia","United Kingdom","SoothingPaws Cat Lotion","Oct2004",617
"1456","Australia","United Kingdom","SoothingSerenity Air Freshener","Oct2004",1400
"1457","Australia","United Kingdom","SoothingSerenity Baby Oil","Oct2004",223
"1458","Australia","United Kingdom","SoothingSerenity Baby Rub","Oct2004",947
"1459","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Oct2004",520
"1460","Australia","United Kingdom","SoothingSerenity Humidifier","Oct2004",742
"1461","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Oct2004",1816
"1462","Australia","United Kingdom","SoothingSoft Fabric Softener","Oct2004",1084
"1463","Australia","United Kingdom","SparklingGlow Toothpaste","Oct2004",1943
"1464","Australia","United Kingdom","SparklingSmile Water Flosser","Oct2004",1171
"1465","Australia","United Kingdom","SunShield SPF 50 Lotion","Oct2004",595
"1466","Egypt","Japan","LuminousLocks Shampoo","Oct2004",1274
"1467","Egypt","Japan","MorningMist Deodorant","Oct2004",1247
"1468","Egypt","Japan","OralEase Gel","Oct2004",1568
"1469","Egypt","Japan","OralEase Plus Toothbrush","Oct2004",614
"1470","Egypt","Japan","PurePore Insect Repellent Spray","Oct2004",1177
"1471","Egypt","Japan","PurePore Sanitary Belt","Oct2004",997
"1472","Egypt","Japan","PurePore Toner","Oct2004",680
"1473","Egypt","Japan","Purezza Body Wash","Oct2004",683
"1474","Egypt","Japan","RadiantRinse Color Protector","Oct2004",1137
"1475","Egypt","Japan","RadiantRose Baby Massage Oil","Oct2004",1076
"1476","Egypt","Japan","RadiantRose Face Mask","Oct2004",625
"1477","Egypt","Japan","RadiantRose Glass Cleaner","Oct2004",715
"1478","Egypt","Japan","Refreshing Rose Body Oil","Oct2004",1190
"1479","Egypt","Japan","SilkSmooth Exfoliating Scrub","Oct2004",1777
"1480","Egypt","Japan","SilkySkin Moisturizing Cream","Oct2004",547
"1481","Egypt","Japan","SkinSational Moisturizer","Oct2004",1074
"1482","Egypt","Japan","SmellSational Odor Eliminator","Oct2004",1373
"1483","Egypt","Japan","SmellSational Pet Deodorizer","Oct2004",567
"1484","Egypt","Japan","SmileShield Whitening Strips","Oct2004",682
"1485","Egypt","Japan","SmilesSoPure Waterpik","Oct2004",676
"1486","Egypt","Japan","SmoothOperator Shaving Gel","Oct2004",953
"1487","Egypt","Japan","SoftStep Baby Shampoo","Oct2004",779
"1488","Egypt","Japan","SoftStep Shaving Cream","Oct2004",822
"1489","Egypt","Japan","SoftStep Shaving Cream for Women","Oct2004",1374
"1490","Egypt","Japan","SoothingPaws Cat Lotion","Oct2004",1291
"1491","Egypt","Japan","SoothingSerenity Air Freshener","Oct2004",1822
"1492","Egypt","Japan","SoothingSerenity Baby Oil","Oct2004",1187
"1493","Egypt","Japan","SoothingSerenity Baby Rub","Oct2004",858
"1494","Egypt","Japan","SoothingSerenity Hand Sanitizer","Oct2004",1434
"1495","Egypt","Japan","SoothingSoft Fabric Softener","Oct2004",905
"1496","Egypt","Japan","SparklingGlow Toothpaste","Oct2004",1843
"1497","Egypt","Japan","SunShield SPF 50 Lotion","Oct2004",1826
"1498","South Africa","France","FreshFusion All-Purpose Cleaner","Sep2004",401
"1499","South Africa","France","FreshFusion Detergent","Sep2004",584
"1500","South Africa","France","FreshFusion Diaper Rash Remedy","Sep2004",529
"1501","South Africa","France","FreshFusion Hair Mask","Sep2004",1620
"1502","South Africa","France","FreshFusion Mouth Rinse","Sep2004",704
"1503","South Africa","France","FreshStart Toothpaste","Sep2004",920
"1504","South Africa","France","GentleGlow Baby Face Wash","Sep2004",1749
"1505","South Africa","France","GentleGlow Baby Sunscreen","Sep2004",988
"1506","South Africa","France","GentleGlow Dish Soap","Sep2004",499
"1507","South Africa","France","GentleGlow Face Cleanser","Sep2004",691
"1508","South Africa","France","GentleGlow Face Lotion","Sep2004",1266
"1509","South Africa","France","GentleGlow Pet Grooming Kit","Sep2004",1876
"1510","South Africa","France","HydraHydrate Hand Cream","Sep2004",803
"1511","South Africa","France","Hydrating Honey Body Lotion","Sep2004",2025
"1512","South Africa","France","LittleLullaby Diaper Cream","Sep2004",1078
"1513","South Africa","France","LittleLullaby Diaper Liners","Sep2004",1840
"1514","South Africa","France","LuminousLip Care","Sep2004",229
"1515","South Africa","France","LuminousLocks Shampoo","Sep2004",581
"1516","South Africa","France","MorningBreeze Gum Care","Sep2004",1240
"1517","South Africa","France","MorningMist Deodorant","Sep2004",315
"1518","South Africa","France","OralEase Gel","Sep2004",995
"1519","South Africa","France","OralEase Plus Toothbrush","Sep2004",1335
"1520","South Africa","France","PurePaw Dog Shampoo","Sep2004",615
"1521","South Africa","France","PurePore Baby Lotion","Sep2004",1025
"1522","South Africa","France","PurePore Baby Skincare Set","Sep2004",514
"1523","South Africa","France","PurePore Insect Repellent Spray","Sep2004",669
"1524","South Africa","France","PurePore Sanitary Belt","Sep2004",1426
"1525","South Africa","France","PurePore Toner","Sep2004",1593
"1526","South Africa","France","Purezza Body Wash","Sep2004",674
"1527","South Africa","France","RadiantRinse Color Protector","Sep2004",1407
"1528","South Africa","France","RadiantRose Baby Massage Oil","Sep2004",1428
"1529","South Africa","France","RadiantRose Face Mask","Sep2004",1077
"1530","South Africa","France","RadiantRose Glass Cleaner","Sep2004",1864
"1531","South Africa","France","RadiantRover Pet Conditioner","Sep2004",1799
"1532","South Africa","France","Refreshing Rose Body Oil","Sep2004",687
"1533","South Africa","France","SilkSmooth Exfoliating Scrub","Sep2004",1899
"1534","South Africa","France","SilkySkin Baby Cream","Sep2004",1427
"1535","South Africa","France","SilkySkin Baby Moisturizer","Sep2004",476
"1536","South Africa","France","SilkySkin Moisturizing Cream","Sep2004",583
"1537","South Africa","France","SkinSational Moisturizer","Sep2004",1501
"1538","South Africa","France","SmellSational Baby Room Spray","Sep2004",1459
"1539","South Africa","France","SmellSational Intimate Spray","Sep2004",1289
"1540","South Africa","France","SmellSational Odor Eliminator","Sep2004",241
"1541","South Africa","France","SmellSational Pet Deodorizer","Sep2004",1269
"1542","South Africa","France","SmileSavvy Tooth Whitening Kit","Sep2004",1288
"1543","South Africa","France","SmileShield Whitening Strips","Sep2004",584
"1544","South Africa","France","SmilesSoPure Waterpik","Sep2004",232
"1545","South Africa","France","SmoothOperator Shaving Gel","Sep2004",640
"1546","South Africa","France","SoftStep Baby Shampoo","Sep2004",2020
"1547","South Africa","France","SoftStep Shaving Cream","Sep2004",638
"1548","South Africa","France","SoftStep Shaving Cream for Women","Sep2004",503
"1549","South Africa","France","SoothingPaws Cat Lotion","Sep2004",672
"1550","South Africa","France","SoothingSerenity Air Freshener","Sep2004",1585
"1551","South Africa","France","SoothingSerenity Baby Oil","Sep2004",1786
"1552","South Africa","France","SoothingSerenity Baby Rub","Sep2004",1358
"1553","South Africa","France","SoothingSerenity Hand Sanitizer","Sep2004",1490
"1554","South Africa","France","SoothingSerenity Scalp Treatment","Sep2004",1104
"1555","South Africa","France","SoothingSoft Fabric Softener","Sep2004",767
"1556","South Africa","France","SparklingClean All-Purpose Cleaner","Sep2004",316
"1557","South Africa","France","SparklingSmile Water Flosser","Sep2004",346
"1558","South Africa","France","SunShield SPF 50 Lotion","Sep2004",145
"1559","Australia","United Kingdom","LuminousLocks Shampoo","Sep2004",671
"1560","Australia","United Kingdom","MorningBreeze Gum Care","Sep2004",698
"1561","Australia","United Kingdom","MorningMint","Sep2004",557
"1562","Australia","United Kingdom","MorningMist Deodorant","Sep2004",1467
"1563","Australia","United Kingdom","OralEase Gel","Sep2004",2017
"1564","Australia","United Kingdom","PurePaw Dog Shampoo","Sep2004",1813
"1565","Australia","United Kingdom","PurePore Baby Skincare Set","Sep2004",1367
"1566","Australia","United Kingdom","PurePore Insect Repellent Spray","Sep2004",1196
"1567","Australia","United Kingdom","PurePore Sanitary Belt","Sep2004",490
"1568","Australia","United Kingdom","PurePore Toner","Sep2004",1663
"1569","Australia","United Kingdom","Purezza Body Wash","Sep2004",577
"1570","Australia","United Kingdom","RadiantRinse Color Protector","Sep2004",1229
"1571","Australia","United Kingdom","RadiantRose Baby Massage Oil","Sep2004",2020
"1572","Australia","United Kingdom","RadiantRose Face Mask","Sep2004",1677
"1573","Australia","United Kingdom","RadiantRose Hair Serum","Sep2004",1820
"1574","Australia","United Kingdom","RadiantRover Pet Conditioner","Sep2004",2199
"1575","Australia","United Kingdom","Refreshing Rose Body Oil","Sep2004",1796
"1576","Australia","United Kingdom","SilkSmooth Conditioner","Sep2004",828
"1577","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Sep2004",632
"1578","Australia","United Kingdom","SilkySkin Baby Cream","Sep2004",1007
"1579","Australia","United Kingdom","SilkySkin Baby Moisturizer","Sep2004",813
"1580","Australia","United Kingdom","SkinSational Moisturizer","Sep2004",570
"1581","Australia","United Kingdom","SmellSational Baby Room Spray","Sep2004",763
"1582","Australia","United Kingdom","SmellSational Intimate Spray","Sep2004",1774
"1583","Australia","United Kingdom","SmellSational Odor Eliminator","Sep2004",859
"1584","Australia","United Kingdom","SmellSational Pet Deodorizer","Sep2004",1074
"1585","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Sep2004",505
"1586","Australia","United Kingdom","SmileShield Whitening Strips","Sep2004",1425
"1587","Australia","United Kingdom","SmilesSoPure Waterpik","Sep2004",608
"1588","Australia","United Kingdom","SmoothOperator Shaving Gel","Sep2004",621
"1589","Australia","United Kingdom","SoftStep Baby Shampoo","Sep2004",567
"1590","Australia","United Kingdom","SoftStep Shaving Cream","Sep2004",1717
"1591","Australia","United Kingdom","SoftStep Shaving Cream for Women","Sep2004",1629
"1592","Australia","United Kingdom","SoothingPaws Cat Lotion","Sep2004",626
"1593","Australia","United Kingdom","SoothingSerenity Air Freshener","Sep2004",1422
"1594","Australia","United Kingdom","SoothingSerenity Baby Oil","Sep2004",235
"1595","Australia","United Kingdom","SoothingSerenity Baby Rub","Sep2004",1000
"1596","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Sep2004",523
"1597","Australia","United Kingdom","SoothingSerenity Humidifier","Sep2004",806
"1598","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Sep2004",1717
"1599","Australia","United Kingdom","SoothingSoft Fabric Softener","Sep2004",950
"1600","Australia","United Kingdom","SparklingGlow Toothpaste","Sep2004",1967
"1601","Australia","United Kingdom","SparklingSmile Water Flosser","Sep2004",1168
"1602","Australia","United Kingdom","SunShield SPF 50 Lotion","Sep2004",619
"1603","Egypt","Japan","LuminousLip Care","Sep2004",459
"1604","Egypt","Japan","LuminousLocks Shampoo","Sep2004",1543
"1605","Egypt","Japan","MorningMist Deodorant","Sep2004",1351
"1606","Egypt","Japan","OralEase Gel","Sep2004",1676
"1607","Egypt","Japan","OralEase Plus Toothbrush","Sep2004",548
"1608","Egypt","Japan","PurePore Insect Repellent Spray","Sep2004",1081
"1609","Egypt","Japan","PurePore Sanitary Belt","Sep2004",1129
"1610","Egypt","Japan","PurePore Toner","Sep2004",742
"1611","Egypt","Japan","Purezza Body Wash","Sep2004",614
"1612","Egypt","Japan","RadiantRinse Color Protector","Sep2004",1197
"1613","Egypt","Japan","RadiantRose Baby Massage Oil","Sep2004",1122
"1614","Egypt","Japan","RadiantRose Face Mask","Sep2004",581
"1615","Egypt","Japan","RadiantRose Glass Cleaner","Sep2004",703
"1616","Egypt","Japan","Refreshing Rose Body Oil","Sep2004",1101
"1617","Egypt","Japan","SilkSmooth Exfoliating Scrub","Sep2004",1788
"1618","Egypt","Japan","SilkySkin Moisturizing Cream","Sep2004",522
"1619","Egypt","Japan","SkinSational Moisturizer","Sep2004",1079
"1620","Egypt","Japan","SmellSational Odor Eliminator","Sep2004",1402
"1621","Egypt","Japan","SmellSational Pet Deodorizer","Sep2004",649
"1622","Egypt","Japan","SmileShield Whitening Strips","Sep2004",661
